Age,Gender,Budget,Interest_1,Interest_2,Rating,Spot,State
28,F,1700,Beach,Relaxation,4.2,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.2,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.4,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.2,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.2,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.2,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.2,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.4,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.4,Vagator Beach,Goa
28,F,1700,Beach,Relaxation,4.3,Vagator Beach,Goa
28,M,1700,Beach,Relaxation,4.4,Vagator Beach,Goa
30,F,1900,Beach,Nightlife,3.8,Vagator Beach,Goa
28,M,1600,Beach,Nightlife,3.9,Vagator Beach,Goa
29,M,1700,Beach,Nightlife,4.0,Vagator Beach,Goa
28,M,1700,Beach,Nightlife,3.8,Vagator Beach,Goa
28,F,1900,Beach,Nightlife,3.9,Vagator Beach,Goa
29,F,1800,Beach,Nightlife,3.9,Vagator Beach,Goa
28,M,1700,Beach,Nightlife,3.9,Vagator Beach,Goa
31,F,1900,Beach,Nightlife,3.7,Vagator Beach,Goa
28,M,1900,Beach,Nightlife,4.0,Vagator Beach,Goa
31,M,1800,Beach,Nightlife,3.9,Vagator Beach,Goa
28,F,1600,Beach,Nightlife,4.0,Vagator Beach,Goa
30,F,1700,Beach,Nightlife,4.0,Vagator Beach,Goa
28,M,1800,Beach,Nightlife,3.8,Vagator Beach,Goa
31,M,1900,Beach,Nightlife,3.7,Vagator Beach,Goa
29,F,1600,Beach,Nightlife,3.9,Vagator Beach,Goa
31,F,1800,Beach,Nightlife,3.8,Vagator Beach,Goa
30,F,2000,Beach,Cuisine,4.0,Vagator Beach,Goa
31,M,1900,Beach,Cuisine,4.0,Vagator Beach,Goa
30,M,2000,Beach,Cuisine,4.3,Vagator Beach,Goa
30,F,1900,Beach,Cuisine,4.2,Vagator Beach,Goa
30,F,2000,Beach,Cuisine,4.3,Vagator Beach,Goa
30,M,2000,Beach,Cuisine,4.0,Vagator Beach,Goa
32,M,2000,Beach,Cuisine,4.2,Vagator Beach,Goa
31,M,2000,Beach,Cuisine,4.0,Vagator Beach,Goa
31,F,1900,Beach,Cuisine,4.2,Vagator Beach,Goa
32,F,2000,Beach,Cuisine,4.3,Vagator Beach,Goa
32,M,1900,Beach,Cuisine,4.1,Vagator Beach,Goa
32,F,1900,Beach,Cuisine,4.1,Vagator Beach,Goa
31,F,1900,Beach,Cuisine,4.1,Vagator Beach,Goa
32,M,1900,Beach,Cuisine,4.1,Vagator Beach,Goa
32,M,2000,Beach,Cuisine,4.1,Vagator Beach,Goa
30,M,2000,Beach,Cuisine,4.2,Vagator Beach,Goa
31,F,1900,Beach,Cuisine,4.0,Vagator Beach,Goa
30,F,1900,Beach,Cuisine,4.3,Vagator Beach,Goa
29,M,1200,Beach,Adventure,4.7,Vagator Beach,Goa
32,F,1000,Beach,Adventure,4.1,Vagator Beach,Goa
30,F,1100,Beach,Adventure,4.7,Vagator Beach,Goa
32,M,1000,Beach,Adventure,4.8,Vagator Beach,Goa
29,M,1300,Beach,Adventure,4.1,Vagator Beach,Goa
30,F,1100,Beach,Adventure,4.5,Vagator Beach,Goa
32,M,1000,Beach,Adventure,4.5,Vagator Beach,Goa
30,M,1200,Beach,Adventure,4.7,Vagator Beach,Goa
31,F,1000,Beach,Adventure,4.8,Vagator Beach,Goa
28,M,1300,Beach,Adventure,4.1,Vagator Beach,Goa
30,M,1200,Beach,Adventure,4.8,Vagator Beach,Goa
32,F,1000,Beach,Adventure,4.2,Vagator Beach,Goa
31,F,1000,Beach,Adventure,4.3,Vagator Beach,Goa
31,M,1300,Beach,Adventure,4.7,Vagator Beach,Goa
31,M,1100,Beach,Adventure,4.4,Vagator Beach,Goa
29,M,1200,Beach,Adventure,4.3,Vagator Beach,Goa
25,M,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
26,M,1400,Beach,Cuisine,3.4,Palolem Beach,Goa
26,M,1500,Beach,Cuisine,3.5,Palolem Beach,Goa
26,F,1400,Beach,Cuisine,3.5,Palolem Beach,Goa
25,M,1400,Beach,Cuisine,3.5,Palolem Beach,Goa
26,M,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.5,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.3,Palolem Beach,Goa
26,F,1500,Beach,Cuisine,3.4,Palolem Beach,Goa
26,M,1500,Beach,Cuisine,3.2,Palolem Beach,Goa
26,M,1500,Beach,Cuisine,3.3,Palolem Beach,Goa
26,F,1500,Beach,Cuisine,3.2,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.3,Palolem Beach,Goa
25,M,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
25,F,1500,Beach,Cuisine,3.5,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.5,Palolem Beach,Goa
26,M,1500,Beach,Cuisine,3.3,Palolem Beach,Goa
26,M,1500,Beach,Cuisine,3.5,Palolem Beach,Goa
26,M,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
26,M,1400,Beach,Cuisine,3.4,Palolem Beach,Goa
25,M,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
25,M,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
25,M,1400,Beach,Cuisine,3.2,Palolem Beach,Goa
26,F,1400,Beach,Cuisine,3.4,Palolem Beach,Goa
25,F,1500,Beach,Cuisine,3.2,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.4,Palolem Beach,Goa
25,F,1400,Beach,Cuisine,3.4,Palolem Beach,Goa
26,F,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
26,M,1500,Beach,Cuisine,3.3,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.2,Palolem Beach,Goa
25,M,1400,Beach,Cuisine,3.3,Palolem Beach,Goa
25,F,1500,Beach,Cuisine,3.4,Palolem Beach,Goa
26,M,1500,Beach,Cuisine,3.2,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.4,Palolem Beach,Goa
25,M,1500,Beach,Cuisine,3.2,Palolem Beach,Goa
25,F,1500,Beach,Cuisine,3.3,Palolem Beach,Goa
26,M,1400,Beach,Cuisine,3.2,Palolem Beach,Goa
25,M,1700,Beach,Nightlife,3.7,Palolem Beach,Goa
29,M,1800,Beach,Nightlife,3.7,Palolem Beach,Goa
27,F,1700,Beach,Nightlife,3.7,Palolem Beach,Goa
25,M,1800,Beach,Nightlife,3.8,Palolem Beach,Goa
26,M,1800,Beach,Nightlife,3.7,Palolem Beach,Goa
26,M,1900,Beach,Nightlife,3.7,Palolem Beach,Goa
28,M,1800,Beach,Nightlife,3.6,Palolem Beach,Goa
28,M,1900,Beach,Nightlife,3.8,Palolem Beach,Goa
25,F,1700,Beach,Nightlife,3.9,Palolem Beach,Goa
25,M,1700,Beach,Nightlife,3.9,Palolem Beach,Goa
28,M,1800,Beach,Nightlife,3.8,Palolem Beach,Goa
29,F,1900,Beach,Nightlife,3.8,Palolem Beach,Goa
29,M,1900,Beach,Nightlife,3.7,Palolem Beach,Goa
27,F,1800,Beach,Nightlife,3.7,Palolem Beach,Goa
25,F,1900,Beach,Nightlife,3.9,Palolem Beach,Goa
27,F,1900,Beach,Nightlife,3.8,Palolem Beach,Goa
27,F,1800,Beach,Nightlife,3.6,Palolem Beach,Goa
26,F,1700,Beach,Nightlife,3.9,Palolem Beach,Goa
28,F,1800,Beach,Nightlife,3.7,Palolem Beach,Goa
27,F,1700,Beach,Nightlife,3.7,Palolem Beach,Goa
25,M,1600,Beach,Nightlife,3.7,Palolem Beach,Goa
25,M,1800,Beach,Nightlife,3.6,Palolem Beach,Goa
28,M,1900,Beach,Nightlife,3.7,Palolem Beach,Goa
27,F,1700,Beach,Nightlife,3.6,Palolem Beach,Goa
29,M,1800,Beach,Nightlife,3.8,Palolem Beach,Goa
26,F,1600,Beach,Nightlife,3.6,Palolem Beach,Goa
25,M,1700,Beach,Nightlife,3.8,Palolem Beach,Goa
29,M,1600,Beach,Nightlife,3.8,Palolem Beach,Goa
29,M,1900,Beach,Nightlife,3.7,Palolem Beach,Goa
28,F,1900,Beach,Nightlife,3.9,Palolem Beach,Goa
27,M,1800,Beach,Nightlife,3.9,Palolem Beach,Goa
28,F,1600,Beach,Nightlife,3.8,Palolem Beach,Goa
27,M,1800,Beach,Nightlife,3.8,Palolem Beach,Goa
25,F,1600,Beach,Nightlife,3.9,Palolem Beach,Goa
26,F,1700,Beach,Nightlife,3.9,Palolem Beach,Goa
26,F,1700,Beach,Nightlife,3.6,Palolem Beach,Goa
29,M,1600,Beach,Nightlife,3.8,Palolem Beach,Goa
29,F,1900,Beach,Nightlife,3.6,Palolem Beach,Goa
28,F,1700,Beach,Nightlife,3.6,Palolem Beach,Goa
25,M,1700,Beach,Nightlife,3.8,Palolem Beach,Goa
25,M,1900,Beach,Nightlife,3.7,Palolem Beach,Goa
27,F,1600,Beach,Nightlife,3.7,Palolem Beach,Goa
26,F,1800,Beach,Nightlife,3.7,Palolem Beach,Goa
27,F,1600,Beach,Nightlife,3.8,Palolem Beach,Goa
25,F,1700,Beach,Nightlife,3.7,Palolem Beach,Goa
26,M,1700,Beach,Nightlife,3.6,Palolem Beach,Goa
28,M,1600,Beach,Nightlife,3.6,Palolem Beach,Goa
26,M,1700,Beach,Nightlife,3.8,Palolem Beach,Goa
25,M,1600,Beach,Nightlife,3.9,Palolem Beach,Goa
29,F,1900,Beach,Nightlife,3.6,Palolem Beach,Goa
26,F,1800,Beach,Nightlife,3.7,Palolem Beach,Goa
27,F,1900,Beach,Nightlife,3.6,Palolem Beach,Goa
27,M,1800,Beach,Relaxation,4.5,Palolem Beach,Goa
29,F,1800,Beach,Relaxation,4.4,Palolem Beach,Goa
29,M,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
29,F,1900,Beach,Relaxation,4.3,Palolem Beach,Goa
29,F,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
27,M,1900,Beach,Relaxation,4.5,Palolem Beach,Goa
27,M,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
28,F,1800,Beach,Relaxation,4.5,Palolem Beach,Goa
27,F,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
27,F,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
28,F,1900,Beach,Relaxation,4.3,Palolem Beach,Goa
28,M,1800,Beach,Relaxation,4.4,Palolem Beach,Goa
27,M,1900,Beach,Relaxation,4.3,Palolem Beach,Goa
28,M,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
29,M,1800,Beach,Relaxation,4.4,Palolem Beach,Goa
27,M,1800,Beach,Relaxation,4.4,Palolem Beach,Goa
27,M,1900,Beach,Relaxation,4.3,Palolem Beach,Goa
29,F,1900,Beach,Relaxation,4.5,Palolem Beach,Goa
29,M,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
28,F,1800,Beach,Relaxation,4.5,Palolem Beach,Goa
28,M,1800,Beach,Relaxation,4.3,Palolem Beach,Goa
28,F,1800,Beach,Relaxation,4.4,Palolem Beach,Goa
28,F,1800,Beach,Relaxation,4.3,Palolem Beach,Goa
28,F,1800,Beach,Relaxation,4.5,Palolem Beach,Goa
28,M,1800,Beach,Relaxation,4.4,Palolem Beach,Goa
28,M,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
27,F,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
29,F,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
27,F,1900,Beach,Relaxation,4.3,Palolem Beach,Goa
27,M,1900,Beach,Relaxation,4.4,Palolem Beach,Goa
31,M,2200,Beach,Shopping,4.8,Palolem Beach,Goa
31,F,2400,Beach,Shopping,4.9,Palolem Beach,Goa
31,M,2400,Beach,Shopping,4.8,Palolem Beach,Goa
31,M,2400,Beach,Shopping,4.9,Palolem Beach,Goa
31,M,2400,Beach,Shopping,4.9,Palolem Beach,Goa
31,M,2300,Beach,Shopping,5.0,Palolem Beach,Goa
30,F,2300,Beach,Shopping,4.9,Palolem Beach,Goa
31,F,2200,Beach,Shopping,4.8,Palolem Beach,Goa
31,F,2500,Beach,Shopping,5.0,Palolem Beach,Goa
30,M,2500,Beach,Shopping,4.8,Palolem Beach,Goa
30,M,2300,Beach,Shopping,5.0,Palolem Beach,Goa
31,M,2300,Beach,Shopping,4.8,Palolem Beach,Goa
30,F,2500,Beach,Shopping,4.9,Palolem Beach,Goa
31,M,2400,Beach,Shopping,4.9,Palolem Beach,Goa
30,F,2300,Beach,Shopping,5.0,Palolem Beach,Goa
30,M,2500,Beach,Shopping,4.8,Palolem Beach,Goa
30,F,2300,Beach,Shopping,4.9,Palolem Beach,Goa
31,M,2200,Beach,Shopping,5.0,Palolem Beach,Goa
31,F,2300,Beach,Shopping,4.9,Palolem Beach,Goa
31,M,2200,Beach,Shopping,4.8,Palolem Beach,Goa
31,F,2200,Beach,Shopping,4.9,Palolem Beach,Goa
31,F,2400,Beach,Shopping,5.0,Palolem Beach,Goa
30,M,2500,Beach,Shopping,4.9,Palolem Beach,Goa
30,M,2300,Beach,Shopping,4.8,Palolem Beach,Goa
31,M,2400,Beach,Shopping,4.9,Palolem Beach,Goa
30,F,2500,Beach,Shopping,4.9,Palolem Beach,Goa
31,M,2500,Beach,Shopping,5.0,Palolem Beach,Goa
30,F,2300,Beach,Shopping,5.0,Palolem Beach,Goa
31,M,2400,Beach,Shopping,4.9,Palolem Beach,Goa
30,M,2400,Beach,Shopping,4.9,Palolem Beach,Goa
30,M,2500,Beach,Shopping,4.9,Palolem Beach,Goa
31,F,2400,Beach,Shopping,5.0,Palolem Beach,Goa
30,M,2400,Beach,Shopping,4.9,Palolem Beach,Goa
31,F,2300,Beach,Shopping,4.9,Palolem Beach,Goa
31,F,2500,Beach,Shopping,5.0,Palolem Beach,Goa
31,M,2200,Beach,Shopping,5.0,Palolem Beach,Goa
31,F,2400,Beach,Shopping,4.9,Palolem Beach,Goa
30,F,2500,Beach,Shopping,4.9,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.5,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.7,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.7,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.8,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.7,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.8,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.5,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.7,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.7,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.8,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.8,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.5,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.5,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.7,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.5,Palolem Beach,Goa
30,F,2000,Beach,Water Sports,3.7,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
30,M,2000,Beach,Water Sports,3.6,Palolem Beach,Goa
24,M,1300,Beach,Adventure,3.8,Morjim Beach,Goa
24,F,1200,Beach,Adventure,3.7,Morjim Beach,Goa
27,F,1500,Beach,Adventure,3.9,Morjim Beach,Goa
29,F,1300,Beach,Adventure,3.7,Morjim Beach,Goa
25,M,1300,Beach,Adventure,3.8,Morjim Beach,Goa
24,M,1600,Beach,Adventure,3.8,Morjim Beach,Goa
25,F,1500,Beach,Adventure,3.8,Morjim Beach,Goa
31,M,1300,Beach,Adventure,3.8,Morjim Beach,Goa
25,F,1700,Beach,Adventure,3.7,Morjim Beach,Goa
28,F,1400,Beach,Adventure,3.7,Morjim Beach,Goa
25,M,1200,Beach,Adventure,3.8,Morjim Beach,Goa
29,M,1200,Beach,Adventure,3.8,Morjim Beach,Goa
29,M,1600,Beach,Adventure,3.8,Morjim Beach,Goa
25,M,1500,Beach,Adventure,3.8,Morjim Beach,Goa
25,F,1400,Beach,Adventure,3.8,Morjim Beach,Goa
27,F,1400,Beach,Adventure,3.7,Morjim Beach,Goa
24,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
30,M,1600,Beach,Adventure,3.7,Morjim Beach,Goa
31,F,1200,Beach,Adventure,3.7,Morjim Beach,Goa
28,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
28,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
24,F,1400,Beach,Adventure,3.8,Morjim Beach,Goa
30,F,1200,Beach,Adventure,3.8,Morjim Beach,Goa
29,M,1200,Beach,Adventure,3.8,Morjim Beach,Goa
26,F,1200,Beach,Adventure,3.7,Morjim Beach,Goa
30,M,1500,Beach,Adventure,3.8,Morjim Beach,Goa
29,F,1800,Beach,Adventure,3.8,Morjim Beach,Goa
28,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
31,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
31,M,1400,Beach,Adventure,3.7,Morjim Beach,Goa
26,M,1300,Beach,Adventure,3.7,Morjim Beach,Goa
30,F,1200,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1500,Beach,Adventure,3.7,Morjim Beach,Goa
31,M,1700,Beach,Adventure,3.9,Morjim Beach,Goa
25,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
30,F,1400,Beach,Adventure,3.8,Morjim Beach,Goa
30,M,1400,Beach,Adventure,3.8,Morjim Beach,Goa
29,M,1800,Beach,Adventure,3.9,Morjim Beach,Goa
28,M,1600,Beach,Adventure,3.7,Morjim Beach,Goa
26,F,1400,Beach,Adventure,3.7,Morjim Beach,Goa
24,M,1600,Beach,Adventure,3.8,Morjim Beach,Goa
30,M,1400,Beach,Adventure,3.8,Morjim Beach,Goa
26,M,1300,Beach,Adventure,3.7,Morjim Beach,Goa
31,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
30,F,1700,Beach,Adventure,3.8,Morjim Beach,Goa
28,F,1200,Beach,Adventure,3.9,Morjim Beach,Goa
30,M,1600,Beach,Adventure,3.7,Morjim Beach,Goa
27,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
29,F,1500,Beach,Adventure,3.7,Morjim Beach,Goa
30,M,1700,Beach,Adventure,3.9,Morjim Beach,Goa
24,F,1200,Beach,Adventure,3.9,Morjim Beach,Goa
24,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1300,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1800,Beach,Adventure,3.9,Morjim Beach,Goa
25,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
29,F,1700,Beach,Adventure,3.9,Morjim Beach,Goa
28,M,1200,Beach,Adventure,3.8,Morjim Beach,Goa
28,F,1400,Beach,Adventure,3.7,Morjim Beach,Goa
28,M,1500,Beach,Adventure,3.9,Morjim Beach,Goa
24,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
27,F,1600,Beach,Adventure,3.9,Morjim Beach,Goa
28,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
24,M,1700,Beach,Adventure,3.7,Morjim Beach,Goa
27,M,1800,Beach,Adventure,3.7,Morjim Beach,Goa
25,F,1300,Beach,Adventure,3.7,Morjim Beach,Goa
30,M,1700,Beach,Adventure,3.8,Morjim Beach,Goa
31,F,1300,Beach,Adventure,3.9,Morjim Beach,Goa
25,F,1700,Beach,Adventure,3.8,Morjim Beach,Goa
31,M,1600,Beach,Adventure,3.8,Morjim Beach,Goa
28,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
29,M,1500,Beach,Adventure,3.8,Morjim Beach,Goa
29,M,1400,Beach,Adventure,3.9,Morjim Beach,Goa
27,M,1400,Beach,Adventure,3.8,Morjim Beach,Goa
25,F,1700,Beach,Adventure,3.8,Morjim Beach,Goa
30,F,1700,Beach,Adventure,3.8,Morjim Beach,Goa
24,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
29,F,1300,Beach,Adventure,3.7,Morjim Beach,Goa
25,M,1400,Beach,Adventure,3.8,Morjim Beach,Goa
28,F,1300,Beach,Adventure,3.9,Morjim Beach,Goa
28,F,1200,Beach,Adventure,3.7,Morjim Beach,Goa
27,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1800,Beach,Adventure,3.9,Morjim Beach,Goa
28,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
26,F,1800,Beach,Adventure,3.8,Morjim Beach,Goa
25,M,1200,Beach,Adventure,3.8,Morjim Beach,Goa
31,M,1600,Beach,Adventure,3.9,Morjim Beach,Goa
28,M,1300,Beach,Adventure,3.9,Morjim Beach,Goa
26,F,1800,Beach,Adventure,3.7,Morjim Beach,Goa
29,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
31,F,1500,Beach,Adventure,3.8,Morjim Beach,Goa
31,M,1500,Beach,Adventure,3.9,Morjim Beach,Goa
28,F,1200,Beach,Adventure,3.8,Morjim Beach,Goa
31,F,1600,Beach,Adventure,3.7,Morjim Beach,Goa
24,F,1400,Beach,Adventure,3.7,Morjim Beach,Goa
29,M,1200,Beach,Adventure,3.8,Morjim Beach,Goa
28,M,1500,Beach,Adventure,3.7,Morjim Beach,Goa
25,F,1700,Beach,Adventure,3.9,Morjim Beach,Goa
30,M,1500,Beach,Adventure,3.9,Morjim Beach,Goa
24,M,1600,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1300,Beach,Adventure,3.8,Morjim Beach,Goa
31,F,1300,Beach,Adventure,3.9,Morjim Beach,Goa
31,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
24,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
28,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
25,F,1400,Beach,Adventure,3.7,Morjim Beach,Goa
28,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
28,M,1700,Beach,Adventure,3.9,Morjim Beach,Goa
24,F,1200,Beach,Adventure,3.9,Morjim Beach,Goa
27,M,1200,Beach,Adventure,3.9,Morjim Beach,Goa
26,M,1400,Beach,Adventure,3.9,Morjim Beach,Goa
26,F,1700,Beach,Adventure,3.7,Morjim Beach,Goa
30,M,1600,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1600,Beach,Adventure,3.8,Morjim Beach,Goa
30,M,1400,Beach,Adventure,3.8,Morjim Beach,Goa
24,M,1300,Beach,Adventure,3.8,Morjim Beach,Goa
26,M,1600,Beach,Adventure,3.9,Morjim Beach,Goa
31,F,1600,Beach,Adventure,3.9,Morjim Beach,Goa
24,M,1800,Beach,Adventure,3.8,Morjim Beach,Goa
30,M,1400,Beach,Adventure,3.8,Morjim Beach,Goa
29,F,1600,Beach,Adventure,3.9,Morjim Beach,Goa
28,F,1600,Beach,Adventure,3.8,Morjim Beach,Goa
27,M,1400,Beach,Adventure,3.8,Morjim Beach,Goa
29,F,1600,Beach,Cuisine,3.3,Morjim Beach,Goa
27,F,1500,Beach,Cuisine,3.3,Morjim Beach,Goa
28,F,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
29,F,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
26,F,1600,Beach,Cuisine,3.3,Morjim Beach,Goa
25,F,1500,Beach,Cuisine,3.3,Morjim Beach,Goa
27,M,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
26,M,1700,Beach,Cuisine,3.4,Morjim Beach,Goa
27,M,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
28,F,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
29,M,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
27,F,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
26,F,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
25,F,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
29,M,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
29,M,1600,Beach,Cuisine,3.3,Morjim Beach,Goa
26,F,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
27,M,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
29,M,1500,Beach,Cuisine,3.3,Morjim Beach,Goa
26,M,1700,Beach,Cuisine,3.4,Morjim Beach,Goa
25,M,1500,Beach,Cuisine,3.3,Morjim Beach,Goa
27,M,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
29,M,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
28,F,1600,Beach,Cuisine,3.3,Morjim Beach,Goa
25,M,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
25,M,1600,Beach,Cuisine,3.3,Morjim Beach,Goa
27,M,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
29,M,1700,Beach,Cuisine,3.4,Morjim Beach,Goa
25,F,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
29,F,1500,Beach,Cuisine,3.3,Morjim Beach,Goa
28,M,1600,Beach,Cuisine,3.3,Morjim Beach,Goa
27,M,1700,Beach,Cuisine,3.3,Morjim Beach,Goa
29,M,1600,Beach,Cuisine,3.4,Morjim Beach,Goa
28,M,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
29,F,1700,Beach,Cuisine,3.4,Morjim Beach,Goa
27,F,1500,Beach,Cuisine,3.4,Morjim Beach,Goa
28,F,1600,Beach,Cuisine,3.3,Morjim Beach,Goa
30,M,1900,Beach,Relaxation,3.4,Morjim Beach,Goa
29,F,2000,Beach,Relaxation,3.3,Morjim Beach,Goa
29,M,1900,Beach,Relaxation,3.5,Morjim Beach,Goa
29,M,1900,Beach,Relaxation,3.3,Morjim Beach,Goa
29,M,2000,Beach,Relaxation,3.3,Morjim Beach,Goa
30,M,1900,Beach,Relaxation,3.3,Morjim Beach,Goa
29,F,1900,Beach,Relaxation,3.4,Morjim Beach,Goa
30,M,2000,Beach,Relaxation,3.4,Morjim Beach,Goa
29,F,1900,Beach,Relaxation,3.4,Morjim Beach,Goa
29,F,1900,Beach,Relaxation,3.2,Morjim Beach,Goa
29,F,2000,Beach,Relaxation,3.3,Morjim Beach,Goa
29,F,1900,Beach,Relaxation,3.4,Morjim Beach,Goa
29,F,2000,Beach,Relaxation,3.4,Morjim Beach,Goa
30,F,1900,Beach,Relaxation,3.2,Morjim Beach,Goa
